0,-157,3563
0,-157,3564
0,-157,3565
0,-157,3566
0,-157,3568
0,-157,3569
0,-157,3570
0,-157,3571
0,-157,3572
0,-157,3573
0,-157,3574
0,-157,3575
0,-157,3576
0,-157,3577
0,-157,3578
0,-157,3579
0,-157,3580
0,-157,3581
0,-157,3582
0,-157,3583
0,-158,3584
0,-158,3585
0,-158,3586
0,-158,3587
0,-158,3588
0,-158,3590
0,-158,3591
0,-159,3592
0,-159,3593
0,-159,3594
0,-159,3595
0,-159,3596
0,-159,3597
0,-159,3598
0,-160,3599
0,-160,3600
0,-160,3601
0,-160,3602
0,-160,3603
0,-160,3604
0,-160,3605
0,-160,3606
0,-161,3607
0,-161,3608
0,-161,3610
0,-161,3611
0,-161,3612
0,-161,3613
0,-161,3614
0,-161,3615
0,-161,3616
0,-161,3617
0,-161,3618
0,-161,3619
0,-161,3620
0,-161,3621
0,-161,3622
0,-161,3623
0,-161,3624
0,-161,3625
0,-161,3626
0,-161,3627
0,-161,3628
0,-161,3629
0,-161,3630
0,-161,3631
0,-161,3632
0,-162,3633
0,-162,3634
0,-162,3634
0,-162,3635
0,-162,3636
0,-162,3637
0,-162,3638
0,-162,3639
0,-162,3640
0,-162,3641
0,-162,3642
0,-162,3643
0,-162,3644
0,-162,3645
0,-162,3646
0,-162,3647
0,-162,3647
0,-162,3648
0,-162,3649
0,-162,3650
0,-162,3651
0,-162,3652
0,-162,3653
0,-162,3654
0,-162,3655
0,-162,3656
0,-162,3657
0,-162,3657
0,-162,3658
0,-162,3659
0,-162,3660
0,-162,3662
0,-162,3663
0,-162,3664
0,-162,3665
0,-162,3666
0,-162,3667
0,-162,3668
0,-162,3669
0,-162,3670
0,-162,3671
0,-162,3672
0,-162,3673
0,-162,3675
0,-162,3676
0,-162,3677
0,-162,3678
0,-162,3679
0,-162,3680
0,-162,3681
0,-162,3682
0,-162,3684
0,-162,3685
0,-162,3686
0,-162,3687
0,-162,3688
0,-162,3689
0,-162,3690
0,-162,3691
0,-162,3693
0,-162,3694
0,-162,3695
0,-162,3696
0,-162,3697
0,-162,3698
0,-162,3699
0,-162,3701
0,-162,3702
0,-162,3703
0,-162,3704
0,-162,3705
0,-163,3706
0,-163,3707
0,-163,3709
0,-163,3710
0,-163,3711
0,-163,3712
0,-163,3713
0,-163,3714
0,-163,3715
0,-163,3716
0,-163,3718
0,-163,3719
0,-164,3720
0,-164,3721
0,-164,3722
0,-164,3723
0,-164,3724
0,-164,3725
0,-164,3726
0,-164,3727
0,-164,3729
0,-164,3730
0,-164,3731
0,-165,3732
0,-165,3733
0,-165,3734
0,-165,3735
0,-165,3736
0,-165,3737
0,-165,3738
0,-165,3739
0,-165,3741
0,-165,3742
0,-165,3743
0,-165,3744
0,-166,3745
0,-166,3746
0,-166,3747
0,-166,3748
0,-165,3749
0,-165,3750
0,-165,3751
0,-165,3752
0,-165,3753
0,-165,3754
0,-165,3755
0,-165,3756
0,-165,3757
0,-165,3757
0,-165,3758
0,-165,3759
0,-165,3759
0,-165,3760
0,-165,3761
0,-165,3761
0,-165,3762
0,-165,3762
0,-165,3763
0,-165,3763
0,-165,3764
0,-165,3764
0,-165,3764
0,-165,3765
0,-165,3765
0,-165,3765
0,-165,3766
0,-165,3766
0,-165,3766
0,-165,3766
0,-165,3767
0,-165,3767
0,-165,3767
0,-165,3767
0,-165,3767
0,-165,3767
0,-165,3767
0,-165,3767
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3768
0,-165,3769
0,-165,3769
0,-165,3769
0,-165,3769
0,-165,3769
0,-165,3769
0,-165,3770
0,-165,3770
0,-165,3770
0,-165,3770
0,-165,3770
0,-165,3770
0,-165,3771
0,-165,3771
0,-165,3771
0,-165,3771
0,-165,3771
0,-165,3771
0,-165,3771
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3772
0,-165,3773
0,-165,3773
0,-165,3773
0,-165,3773
0,-166,3773
0,-166,3773
0,-166,3774
0,-166,3774
0,-166,3774
0,-166,3774
0,-166,3774
0,-166,3775
0,-167,3775
0,-167,3775
0,-167,3775
0,-167,3776
0,-168,3776
0,-168,3776
0,-169,3776
0,-170,3776
0,-170,3776
0,-171,3776
0,-171,3776
0,-172,3776
0,-173,3776
0,-174,3776
0,-174,3776
0,-175,3776
0,-176,3776
0,-177,3776
0,-178,3776
0,-178,3776
0,-179,3776
0,-180,3776
